file_name,bridge_angle,dlman,Fr_ini,plates,cubes,logs,Q[dm],batch,H_up,H_down,H_up_corr,H_down_corr,pic_side,pic_top,dh,dh_d0,rel_BW,carpet_length_avg,carpet_length_max,exp_id,volume
N3_R_2P_F0.28_h0.9_0P0C100L_0HR_R1_4L_0HW_45Deg,45.0,0.0094714460648836,0.28,0.0,0.0,1.0,13.5,0.0,97.0,14.3,91.0,89.0,,,2.0,0.0,,,,30,0.0
dried debris - 100%LOGS,45.0,0.0094714460648836,0.28,0.0,0.0,1.0,13.5,1.0,101.0,14.3,95.0,89.0,805.0,450.0,6.0,0.0439560439560439,,,,30,1.06
,45.0,0.0094714460648836,0.28,0.0,0.0,1.0,13.5,2.0,103.0,14.25,97.0,88.5,806.0,451.0,8.5,0.0659340659340659,,,,30,2.12
,45.0,0.0094714460648836,0.28,0.0,0.0,1.0,13.5,3.0,105.0,14.2,99.0,87.99999999999999,807.0,452.0,11.000000000000014,0.0879120879120879,,,,30,3.18
,45.0,0.0094714460648836,0.28,0.0,0.0,1.0,13.5,4.0,107.5,14.2,101.5,87.99999999999999,808.0,453.0,13.500000000000014,0.1153846153846153,0.1153846153846153,running late and forgot to measure….,,30,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_45Deg,45.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,0.0,99.0,14.2,93.0,87.99999999999999,,,5.000000000000014,0.0,,,,31,0.0
dried debris,45.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,1.0,114.0,14.2,108.0,87.99999999999999,809.0,454.0,20.00000000000001,0.1612903225806451,,,,31,1.06
,45.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,2.0,128.0,14.2,122.0,87.99999999999999,810.0,455.0,34.000000000000014,0.3118279569892473,,,,31,2.12
,45.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,3.0,129.0,14.0,123.0,86.0,811.0,456.0,37.0,0.3225806451612903,,,,31,3.18
,45.0,0.013530637235548,0.4,0.0,0.0,1.0,13.5,4.0,132.0,14.0,126.0,86.0,812.0,457.0,40.0,0.3548387096774194,0.3548387096774194,75,105,31,4.24
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,0.0,103.0,14.2,97.0,87.99999999999999,,,9.000000000000014,0.0,,,,32,0.0
dried debris,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,1.0,142.0,13.9,136.0,85.0,813.0,458.0,51.0,0.4020618556701031,,,,32,1.06
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,2.0,149.0,13.8,143.0,84.0,814.0,459.0,59.0,0.4742268041237113,,,,32,2.12
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,3.0,156.0,12.9,150.0,75.0,815.0,460.0,75.0,0.5463917525773195,,,,32,3.18
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,4.0,161.0,12.9,155.0,75.0,817.0,462.0,80.0,0.5979381443298969,0.5979381443298969,86,95,32,4.24
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,0.0,103.0,14.2,97.0,87.99999999999999,,,9.000000000000014,0.0,,,,33,0.0
dried debris,67.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,1.0,124.0,13.8,118.0,84.0,818.0,463.0,34.0,0.2164948453608247,,,,33,1.06
,67.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,2.0,144.0,13.5,138.0,81.0,819.0,464.0,57.0,0.422680412371134,,,,33,2.12
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,0.0,103.0,14.2,97.0,87.99999999999999,,,9.000000000000014,0.0,,,,34,0.0
dried debris,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,1.0,137.0,13.8,131.0,84.0,823.0,467.0,47.0,0.3505154639175257,,,,34,1.06
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,2.0,144.0,13.4,138.0,80.0,824.0,468.0,58.0,0.422680412371134,,,,34,2.12
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,3.0,153.0,13.6,147.0,82.0,825.0,469.0,65.0,0.5154639175257731,,,,34,3.18
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,4.0,170.0,13.5,164.0,81.0,826.0,470.0,83.0,0.6907216494845361,0.6907216494845361,82,100,34,4.24
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,0.0,103.0,14.2,97.0,87.99999999999999,,,9.000000000000014,0.0,,,,35,0.0
dried debris,67.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,1.0,126.0,13.5,120.0,81.0,827.0,471.0,39.0,0.2371134020618556,,,,35,1.06
,67.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,2.0,146.0,13.3,140.0,79.0,828.0,472.0,61.0,0.4432989690721649,,,,35,2.12
,67.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,3.0,147.0,13.0,141.0,76.0,829.0,473.0,65.0,0.4536082474226804,,,,35,3.18
,67.5,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,4.0,149.0,12.8,143.0,74.0,830.0,474.0,69.0,0.4742268041237113,0.4742268041237113,82,85,35,4.24
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,0.0,103.0,14.2,97.0,87.99999999999999,,,9.000000000000014,0.0,,,,36,0.0
dried debris,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,1.0,130.0,13.8,124.0,84.0,831.0,475.0,40.0,0.2783505154639175,,,,36,1.06
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,2.0,140.0,13.5,134.0,81.0,832.0,476.0,53.0,0.3814432989690721,,,,36,2.12
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,3.0,158.0,13.5,152.0,81.0,833.0,477.0,71.0,0.5670103092783505,,,,36,3.18
,67.5,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,4.0,163.0,13.5,157.0,81.0,834.0,478.0,76.0,0.6185567010309279,0.6185567010309279,80,100,36,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,0.0,103.0,14.2,97.0,87.99999999999999,,,9.000000000000014,0.0,,,,37,0.0
dried debris,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,1.0,127.0,13.8,121.0,84.0,835.0,479.0,37.0,0.2474226804123711,,,,37,1.06
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,2.0,149.0,13.8,143.0,84.0,836.0,480.0,59.0,0.4742268041237113,,,,37,2.12
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,3.0,164.0,13.8,158.0,84.0,837.0,481.0,74.0,0.6288659793814433,,,,37,3.18
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,4.0,168.0,13.5,162.0,81.0,838.0,482.0,81.0,0.6701030927835051,0.6701030927835051,92,100,37,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,0.0,103.0,13.8,97.0,84.0,,,13.0,0.0,,,,38,0.0
dried debris,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,1.0,129.0,13.8,123.0,84.0,840.0,484.0,39.0,0.268041237113402,,,,38,1.06
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,2.0,138.0,13.8,132.0,84.0,841.0,485.0,48.0,0.3608247422680412,,,,38,2.12
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,3.0,143.0,13.8,137.0,84.0,842.0,486.0,53.0,0.4123711340206185,,,,38,3.18
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,4.0,145.0,13.5,139.0,81.0,843.0,487.0,58.0,0.4329896907216495,0.4329896907216495,100,112,38,4.24
N3_R_2P_F0.55_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,0.0,103.0,13.8,97.0,84.0,,,13.0,0.0,,,,39,0.0
dried debris,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,1.0,132.0,13.8,126.0,84.0,844.0,488.0,42.0,0.2989690721649484,,,,39,1.06
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,2.0,148.0,13.8,142.0,84.0,845.0,489.0,58.0,0.4639175257731959,,,,39,2.12
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,3.0,150.0,13.8,144.0,84.0,846.0,490.0,60.0,0.4845360824742268,,,,39,3.18
,67.5,0.0186046261988786,0.55,0.0,0.0,1.0,18.6,4.0,153.0,13.5,147.0,81.0,847.0,491.0,66.0,0.5154639175257731,0.5154639175257731,90,120,39,4.24
N3_R_2P_F0.28_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,0.0,97.0,14.2,91.0,87.99999999999999,,,3.000000000000014,0.0,,,,40,0.0
dried debris,67.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,1.0,100.0,14.2,94.0,87.99999999999999,848.0,492.0,6.000000000000014,0.0329670329670329,,,,40,1.06
,67.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,2.0,104.0,14.2,98.0,87.99999999999999,849.0,493.0,10.000000000000014,0.0769230769230769,,,,40,2.12
,67.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,3.0,106.0,14.2,100.0,87.99999999999999,850.0,494.0,12.000000000000014,0.0989010989010989,,,,40,3.18
,67.5,0.0094714460648836,0.28,0.25,0.0,0.75,9.5,4.0,112.0,14.2,106.0,87.99999999999999,851.0,495.0,18.000000000000014,0.1648351648351648,0.1648351648351648,95,105,40,4.24
N3_R_2P_F0.28_h0.9_0P25C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,0.0,97.0,14.2,91.0,87.99999999999999,,,3.000000000000014,0.0,,,,41,0.0
dried debris,67.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,1.0,101.0,14.2,95.0,87.99999999999999,852.0,496.0,7.000000000000014,0.0439560439560439,,,,41,1.06
,67.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,2.0,103.0,14.2,97.0,87.99999999999999,853.0,497.0,9.000000000000014,0.0659340659340659,,,,41,2.12
,67.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,3.0,104.0,14.2,98.0,87.99999999999999,854.0,498.0,10.000000000000014,0.0769230769230769,,,,41,3.18
,67.5,0.0094714460648836,0.28,0.0,0.25,0.75,9.5,4.0,105.0,14.2,99.0,87.99999999999999,855.0,499.0,11.000000000000014,0.0879120879120879,0.0879120879120879,x,x,41,4.24
N3_R_2P_F0.28_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,0.0,97.0,14.2,91.0,87.99999999999999,,,3.000000000000014,0.0,,,,42,0.0
dried debris,67.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,1.0,100.0,14.2,94.0,87.99999999999999,856.0,,6.000000000000014,0.0329670329670329,,,,42,1.06
,67.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,2.0,102.0,14.2,96.0,87.99999999999999,857.0,500.0,8.000000000000014,0.0549450549450549,,,,42,2.12
,67.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,3.0,103.0,14.2,97.0,87.99999999999999,858.0,501.0,9.000000000000014,0.0659340659340659,,,,42,3.18
,67.5,0.0094714460648836,0.28,0.0,0.0,1.0,9.5,4.0,105.0,14.2,99.0,87.99999999999999,,502.0,11.000000000000014,0.0879120879120879,0.0879120879120879,128,130,42,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,0.0,98.0,14.0,92.0,86.0,,,6.0,0.0,,,,43,0.0
dried debris,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,1.0,103.0,13.9,97.0,85.0,859.0,503.0,12.0,0.0543478260869565,,,,43,1.06
,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,2.0,110.0,13.8,104.0,84.0,860.0,504.0,20.0,0.1304347826086956,,,,43,2.12
,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,3.0,114.0,13.8,108.0,84.0,861.0,505.0,24.0,0.1739130434782608,,,,43,3.18
,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,4.0,124.0,13.5,118.0,81.0,862.0,506.0,37.0,0.2826086956521739,0.2826086956521739,87,98,43,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,0.0,98.0,14.0,92.0,86.0,,,6.0,0.0,,,,44,0.0
dried debris,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,1.0,114.0,13.6,108.0,82.0,863.0,507.0,26.0,0.1739130434782608,,,,44,1.06
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,2.0,123.0,13.6,117.0,82.0,864.0,508.0,35.0,0.2717391304347826,,,,44,2.12
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,3.0,124.0,13.6,118.0,82.0,865.0,509.0,36.0,0.2826086956521739,,,,44,3.18
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,4.0,135.0,13.5,129.0,81.0,866.0,510.0,48.0,0.4021739130434782,0.4021739130434782,90,108,44,4.24
N3_R_2P_F0.4_h0.9_0P25C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,0.0,98.0,14.0,92.0,86.0,,,6.0,0.0,,,,45,0.0
dried debris,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,1.0,104.0,14.0,98.0,86.0,867.0,511.0,12.0,0.0652173913043478,,,,45,1.06
,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,2.0,115.0,13.7,109.0,82.99999999999999,868.0,512.0,26.00000000000001,0.1847826086956521,,,,45,2.12
,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,3.0,117.0,13.7,111.0,82.99999999999999,869.0,513.0,28.00000000000001,0.2065217391304347,,,,45,3.18
,67.5,0.013530637235548,0.4,0.0,0.25,0.75,13.5,4.0,123.0,13.6,117.0,82.0,870.0,514.0,35.0,0.2717391304347826,0.2717391304347826,x,x,45,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,0.0,98.0,14.0,92.0,86.0,,,6.0,0.0,,,,46,0.0
dried debris,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,1.0,116.0,14.0,110.0,86.0,871.0,515.0,24.0,0.1956521739130435,,,,46,1.06
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,2.0,119.0,13.5,113.0,81.0,872.0,516.0,32.0,0.2282608695652173,,,,46,2.12
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,3.0,124.0,13.3,118.0,79.0,873.0,517.0,39.0,0.2826086956521739,,,,46,3.18
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,4.0,127.0,13.3,121.0,79.0,874.0,518.0,42.0,0.3152173913043478,0.3152173913043478,86,97,46,4.24
N3_R_2P_F0.4_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,0.0,98.0,14.0,92.0,86.0,,,6.0,0.0,,,,47,0.0
dried debris,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,1.0,116.0,13.7,110.0,82.99999999999999,875.0,519.0,27.00000000000001,0.1956521739130435,,,,47,1.06
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,2.0,120.0,13.5,114.0,81.0,876.0,520.0,33.0,0.2391304347826087,,,,47,2.12
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,3.0,120.0,13.3,114.0,79.0,877.0,521.0,35.0,0.2391304347826087,,,,47,3.18
,67.5,0.013530637235548,0.4,0.25,0.0,0.75,13.5,4.0,131.0,13.3,125.0,79.0,878.0,522.0,46.0,0.358695652173913,0.358695652173913,88,99,47,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,0.0,98.0,14.0,92.0,86.0,,,6.0,0.0,,,,48,0.0
dried debris,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,1.0,103.0,13.7,97.0,82.99999999999999,879.0,523.0,14.000000000000014,0.0543478260869565,,,,48,1.06
,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,2.0,103.0,13.5,97.0,81.0,880.0,524.0,16.0,0.0543478260869565,,,,48,2.12
,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,3.0,126.0,13.3,120.0,79.0,881.0,525.0,41.0,0.3043478260869565,,,,48,3.18
,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,4.0,131.0,13.3,125.0,79.0,882.0,526.0,46.0,0.358695652173913,0.358695652173913,93,107,48,4.24
N3_R_2P_F0.4_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,0.0,98.0,14.0,92.0,86.0,,,6.0,0.0,,,,49,0.0
dried debris,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,1.0,111.0,13.7,105.0,82.99999999999999,883.0,527.0,22.00000000000001,0.1413043478260869,,,,49,1.06
,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,2.0,116.0,13.5,110.0,81.0,884.0,528.0,29.0,0.1956521739130435,,,,49,2.12
,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,3.0,125.0,13.3,119.0,79.0,885.0,529.0,40.0,0.2934782608695652,,,,49,3.18
,67.5,0.013530637235548,0.4,0.0,0.0,1.0,13.5,4.0,130.0,13.3,124.0,79.0,886.0,530.0,45.0,0.3478260869565217,0.3478260869565217,94,113,49,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,0.0,100.0,13.8,94.0,84.0,,,10.0,0.0,,,,50,0.0
dried debris,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,1.0,123.0,13.8,117.0,84.0,887.0,531.0,33.0,0.2446808510638297,,,,50,1.06
,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,2.0,130.0,13.5,124.0,81.0,888.0,532.0,43.0,0.3191489361702128,,,,50,2.12
,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,3.0,145.0,13.3,139.0,79.0,889.0,533.0,60.0,0.4787234042553192,,,,50,3.18
,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,4.0,147.0,13.3,141.0,79.0,890.0,534.0,62.0,0.5,0.5,103,115,50,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,0.0,100.0,13.8,94.0,84.0,,,10.0,0.0,,,,51,0.0
dried debris,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,1.0,125.0,13.6,119.0,82.0,891.0,535.0,37.0,0.2659574468085106,,,,51,1.06
,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,2.0,128.0,13.5,122.0,81.0,892.0,536.0,41.0,0.2978723404255319,,,,51,2.12
,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,3.0,135.0,13.0,129.0,76.0,893.0,537.0,53.0,0.3723404255319149,,,,51,3.18
,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,4.0,137.0,13.0,131.0,76.0,894.0,538.0,55.0,0.3936170212765957,0.3936170212765957,90,95,51,4.24
N3_R_2P_F0.48_h0.9_25P0C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,0.0,100.0,13.8,94.0,84.0,,,10.0,0.0,,,,52,0.0
dried debris,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,1.0,130.0,13.1,124.0,77.0,895.0,539.0,47.0,0.3191489361702128,,,,52,1.06
,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,2.0,138.0,13.1,132.0,77.0,896.0,540.0,55.0,0.4042553191489361,,,,52,2.12
,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,3.0,143.0,13.1,137.0,77.0,897.0,541.0,60.0,0.4574468085106383,,,,52,3.18
,67.5,0.0162367646826576,0.48,0.25,0.0,0.75,16.2,4.0,147.0,13.1,141.0,77.0,898.0,542.0,64.0,0.5,0.5,88,100,52,4.24
N3_R_2P_F0.48_h0.9_0P25C75L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,0.0,100.0,13.8,94.0,84.0,,,10.0,0.0,,,,53,0.0
dried debris,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,1.0,123.0,13.8,117.0,84.0,899.0,543.0,33.0,0.2446808510638297,,,,53,1.06
,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,2.0,128.0,13.5,122.0,81.0,900.0,544.0,41.0,0.2978723404255319,,,,53,2.12
,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,3.0,138.0,13.2,132.0,77.99999999999999,901.0,545.0,54.000000000000014,0.4042553191489361,,,,53,3.18
,67.5,0.0162367646826576,0.48,0.0,0.25,0.75,16.2,4.0,142.0,13.2,136.0,77.99999999999999,902.0,546.0,58.000000000000014,0.4468085106382978,0.4468085106382978,87,102,53,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,0.0,100.0,13.8,94.0,84.0,,,10.0,0.0,,,,54,0.0
dried debris,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,1.0,120.0,13.6,114.0,82.0,903.0,547.0,32.0,0.2127659574468085,,,,54,1.06
,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,2.0,134.0,13.5,128.0,81.0,904.0,548.0,47.0,0.3617021276595745,,,,54,2.12
,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,3.0,147.0,13.6,141.0,82.0,905.0,549.0,59.0,0.5,,,,54,3.18
,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,4.0,153.0,13.6,147.0,82.0,,,65.0,0.5638297872340425,0.5638297872340425,96,113,54,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,0.0,100.0,13.8,94.0,84.0,,,10.0,0.0,,,,55,0.0
dried debris,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,1.0,118.0,13.7,112.0,82.99999999999999,906.0,550.0,29.00000000000001,0.1914893617021276,,,,55,1.06
,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,2.0,132.0,13.6,126.0,82.0,907.0,551.0,44.0,0.3404255319148936,,,,55,2.12
,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,3.0,140.0,13.6,134.0,82.0,908.0,552.0,52.0,0.425531914893617,,,,55,3.18
,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,4.0,142.0,13.5,136.0,81.0,909.0,553.0,55.0,0.4468085106382978,0.4468085106382978,112,125,55,4.24
N3_R_2P_F0.48_h0.9_0P0C100L_0HR_R1_4L_0HW_67.5Deg,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,0.0,100.0,13.8,94.0,84.0,,,10.0,0.0,,,,56,0.0
dried debris,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,1.0,121.0,13.4,115.0,80.0,910.0,554.0,35.0,0.2234042553191489,,,,56,1.06
,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,2.0,132.0,13.4,126.0,80.0,911.0,555.0,46.0,0.3404255319148936,,,,56,2.12
,67.5,0.0162367646826576,0.48,0.0,0.0,1.0,16.2,3.0,140.0,13.4,134.0,80.0,912.0,556.0,54.0,0.425531914893617,,,,56,3.18
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,0.0,104.5,13.7,98.5,82.99999999999999,,,15.500000000000014,0.0,,,,57,0.0
dried debris,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,1.0,146.0,13.7,140.0,82.99999999999999,914.0,558.0,57.000000000000014,0.4213197969543147,,,,57,1.06
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,2.0,152.5,13.7,146.5,82.99999999999999,915.0,559.0,63.500000000000014,0.4873096446700508,,,,57,2.12
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,3.0,170.0,13.7,164.0,82.99999999999999,916.0,560.0,81.00000000000001,0.6649746192893401,,,,57,3.18
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,4.0,171.0,13.6,165.0,82.0,917.0,561.0,83.0,0.6751269035532995,0.6751269035532995,45,68,57,4.24
N3_R_2P_F0.55_h0.9_25P0C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,0.0,104.5,13.7,98.5,82.99999999999999,,,15.500000000000014,0.0,,,,58,0.0
dried debris,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,1.0,144.0,13.6,138.0,82.0,918.0,562.0,56.0,0.4010152284263959,,,,58,1.06
,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,2.0,160.0,13.0,154.0,76.0,919.0,563.0,78.0,0.5634517766497462,,,,58,2.12
,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,3.0,172.0,10.0,166.0,46.0,920.0,564.0,120.0,0.6852791878172588,,,,58,3.18
,0.0,0.0186046261988786,0.55,0.25,0.0,0.75,18.6,4.0,177.0,13.4,171.0,80.0,921.0,565.0,91.0,0.7360406091370558,0.7360406091370558,48,58,58,4.24
N3_R_2P_F0.55_h0.9_0P25C75L_0HR_R1_4L_0HW_0Deg,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,0.0,104.5,13.7,98.5,82.99999999999999,,,15.500000000000014,0.0,,,,59,0.0
dried debris,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,1.0,137.0,13.8,131.0,84.0,922.0,566.0,47.0,0.3299492385786802,,,,59,1.06
,0.0,0.0186046261988786,0.55,0.0,0.25,0.75,18.6,2.0,153.0,13.6,147.0,82.0,923.0,567.0,65.0,0.4923857868020304,,,,59,2.12
